votes_1994,turnout_1994,turnout_2000,pri_1994_votes,pri_2000_share,pan_1994_votes,pan_2000_share,prd_1994_votes,prd_2000_share,intent_to_treat,early_progresa,poverty,population,share_eligible,num_villages
479,0.4664258658885956,0.6207864880561829,361,0.4232209622859955,40,0.10486891120672226,35,0.01498127356171608,0,0.9126637578010559,4.909090995788574,1973,1,11
839,0.07607113569974899,0.0664532333612442,477,0.029419399797916412,253,0.027775373309850693,30,0.006489573512226343,0,0,3,19804,0.021207837387919426,2
486,0.8425666689872742,0.7349593639373779,398,0.5040650367736816,40,0.14146341383457184,13,0.056910570710897446,1,0.29807692766189575,3.5,1064,0.41165414452552795,2
125,0.41798800230026245,0.5784615278244019,81,0.2769230902194977,1,0.03076923079788685,42,0.11999999731779099,1,1,5,641,1,2
749,0.8097890019416809,0.8257731795310974,539,0.5195876359939575,111,0.19690722227096558,28,0.052577320486307144,1,0.40265485644340515,4.25,1767,1,4
577,0.6641252636909485,0.6217070817947388,252,0.2802950441837311,39,0.08535300195217133,30,0.1991570144891739,1,0.9052132964134216,4.5,1891,1,4
696,0.33943459391593933,0.3674185574054718,512,0.21804511547088623,27,0.09724310785531998,94,0.03709273040294647,0,0.9023255705833435,4.833333492279053,4490,1,3
532,0.6522588729858398,0.6889804601669312,456,0.4891864061355591,13,0.15242017805576324,5,0.012358393520116806,1,1,5,1581,1,5
317,0.9162806868553162,0.8920308351516724,224,0.6401028037071228,21,0.18766066431999207,29,0.010282776318490505,1,1,5,706,1,3
693,0.723979651927948,0.6582768559455872,314,0.35624393820762634,36,0.07744433730840683,156,0.17812196910381317,1,0.9657794833183289,5,1960,1,14
529,0.5931175947189331,0.5166320204734802,238,0.3004158139228821,27,0.09459459781646729,181,0.09667360037565231,0,0.8977272510528564,5,1732,1,14
177,0.424486368894577,0.5278970003128052,96,0.3991416394710541,36,0.06008583679795265,1,0.02360515110194683,1,0.9871794581413269,5,860,1,2
391,0.43456587195396423,0.6608455777168274,245,0.33180147409439087,22,0.23161764442920685,14,0.018382353708148003,1,0.9969969987869263,5,1924,1,6
271,0.6326766610145569,0.6795699000358582,161,0.40215054154396057,34,0.10752688348293304,30,0.12473118305206299,0,0.7916666865348816,4.333333492279053,942,0.9819532632827759,13
465,0.8136653900146484,0.6641337275505066,294,0.2750760018825531,40,0.22796352207660675,57,0.09422492235898972,1,0.9836065769195557,4.4285712242126465,1141,0.7607361674308777,7
827,1,0.9588015079498291,608,0.5892634391784668,95,0.227215975522995,27,0.07116104662418365,1,1,4.900000095367432,1536,1,12
593,0.27175790071487427,0.370400995016098,355,0.20380322635173798,68,0.05704836547374725,77,0.07110375910997391,1,0.44011977314949036,4.480000019073486,4751,0.9764260053634644,14
690,0.6695960164070129,0.623552143573761,366,0.31660231947898865,69,0.10907335579395294,215,0.16795367002487183,1,0.790243923664093,4.625,2070,1,8
581,0.5107106566429138,0.6302118897438049,361,0.3629528284072876,12,0.03622693195939064,119,0.19958987832069397,1,1,4.866666793823242,2390,1,14
365,0.5873594284057617,0.6497764587402344,286,0.4470939040184021,19,0.04470938816666603,39,0.12667660415172577,1,0.8510638475418091,5,1284,1,6
144,0.2872856557369232,0.5491228103637695,66,0.36315789818763733,18,0.07192982733249664,55,0.09473684430122375,1,0.8737863898277283,4.599999904632568,1098,0.9444444179534912,14
759,0.6567322611808777,0.7123809456825256,546,0.4828571379184723,74,0.10000000149011612,49,0.09142857044935226,0,0.9652509689331055,4.714285850524902,2399,1,9
862,0.4343321621417999,0.43393537402153015,558,0.21435360610485077,93,0.1749049425125122,137,0.02376425825059414,1,0.6804123520851135,3.8333332538604736,3980,0.9198492169380188,6
342,0.6187999844551086,0.6185064911842346,304,0.4107142984867096,11,0.06168831139802933,17,0.11363636702299118,1,0.9915966391563416,4.833333492279053,956,1,8
356,0.5425771474838257,0.5097275972366333,252,0.3839170038700104,14,0.011673151515424252,62,0.0959792509675026,1,0.8387096524238586,5,1338,1,11
475,0.5867919325828552,0.6486199498176575,289,0.4511677324771881,6,0.037154991179704666,94,0.1082802563905716,1,0.9748743772506714,5,1698,1,8
307,0.44616055488586426,0.5638450384140015,231,0.3256814777851105,8,0.21377331018447876,51,0.020086083561182022,1,0.9933333396911621,4.666666507720947,1411,1,6
236,0.4300490617752075,0.5111111402511597,222,0.364814817905426,11,0.10740740597248077,2,0.0018518518190830946,1,0.71875,4.5,1242,1,5
537,0.5439592003822327,0.6883910298347473,275,0.30346232652664185,131,0.02545824833214283,9,0.33299389481544495,1,0.9930070042610168,5,1888,1,5
725,0.13376881182193756,0.12491992115974426,438,0.046925049275159836,187,0.06710442155599594,62,0.008167841471731663,1,0.006269592326134443,3.5,9953,0.01155430544167757,2
705,0.7731029987335205,0.5428276658058167,514,0.31682145595550537,61,0.08668730407953262,40,0.07533539831638336,0,0.7228915691375732,4.5,2050,1,5
465,0.4554719030857086,0.4618573784828186,301,0.2951907217502594,87,0.10447761416435242,45,0.04394693300127983,1,0.7301037907600403,4,2152,1,3
640,0.4973146319389343,0.5296323895454407,442,0.35483869910240173,73,0.12228056788444519,54,0.03525881469249725,0,0.8757764101028442,4.5714287757873535,2285,0.5457330346107483,8
553,0.7312860488891602,0.6982872486114502,367,0.5059288740158081,32,0.0830039530992508,81,0.08036890625953674,0,0.8510638475418091,4.75,1523,1,4
340,0.6465375423431396,0.6712962985038757,208,0.5138888955116272,10,0.05787036940455437,32,0.0347222238779068,1,0.9924242496490479,5,1173,1,3
638,1,0.6567425727844238,293,0.48511382937431335,33,0.0823117345571518,59,0.05779334530234337,1,0.6451612710952759,4.25,1062,0.6836158037185669,4
782,0.6082141399383545,0.5789473652839661,567,0.3486842215061188,118,0.13733552396297455,42,0.06332236528396606,1,0.6435185074806213,4.5,2702,1,4
599,0.3360583782196045,0.29159802198410034,406,0.15650741755962372,94,0.0856672152876854,48,0.03459637612104416,0,0.2432432472705841,4.333333492279053,3676,1,3
530,0.567066490650177,0.6991150379180908,387,0.6184857487678528,6,0.019665682688355446,5,0.023598819971084595,0,0.8664383292198181,5,1975,1,4
275,0.5490118265151978,0.5538461804389954,195,0.32307693362236023,37,0.13076923787593842,10,0.07115384936332703,1,1,4.833333492279053,1049,1,6
381,0.637957751750946,0.6315789222717285,232,0.3699248135089874,101,0.1473684161901474,3,0.021052632480859756,1,1,4.800000190734863,1137,1,5
534,0.4997407793998718,0.6170395612716675,424,0.4552495777606964,15,0.08691910654306412,57,0.044750429689884186,0,0.884353756904602,4.75,2126,1,8
469,0.669772744178772,0.6634213924407959,279,0.42837274074554443,11,0.06397774815559387,105,0.13073714077472687,0,0.5948718190193176,5,1416,1,14
389,0.6490678787231445,0.6550765037536621,339,0.49095967411994934,13,0.0890125185251236,12,0.03894297778606415,1,0.9801980257034302,5,1317,1,7
714,0.7228532433509827,0.8268656730651855,457,0.5174129605293274,27,0.11044776439666748,149,0.1582089513540268,1,0.8439716100692749,4.699999809265137,1868,0.44379013776779175,10
636,0.7038959860801697,0.8670820593833923,477,0.6583592891693115,32,0.1007268950343132,27,0.030114226043224335,1,0.8372092843055725,5,1800,1,6
440,0.41853487491607666,0.4936034083366394,330,0.35501065850257874,11,0.05330490320920944,30,0.03411513939499855,0,0.7696629166603088,5,2101,1,2
604,0.6977629065513611,0.6699346303939819,389,0.3932461738586426,84,0.14705882966518402,44,0.09803921729326248,0,0.5856353640556335,4,1697,0.5533294081687927,5
425,1,0.6887417435646057,252,0.3509933650493622,18,0.11589404195547104,59,0.15728476643562317,1,0.8037382960319519,4.666666507720947,1108,0.9693140983581543,14
209,1,0.6968749761581421,150,0.4281249940395355,6,0.11249999701976776,13,0.10625000298023224,1,1,5,347,1,2
418,0.7015203237533569,0.6770293712615967,276,0.34887737035751343,93,0.2625215947628021,6,0.018998272716999054,0,0.24242424964904785,4,1196,0.46989965438842773,6
385,0.7062196731567383,0.5364741683006287,235,0.3358662724494934,88,0.0881458967924118,10,0.05623100325465202,1,1,4,1016,0.7086614370346069,4
579,0.7058224678039551,0.6701631546020508,321,0.28321677446365356,79,0.24125874042510986,6,0.026806525886058807,0,0.8195876479148865,4,1619,1,7
464,0.5703253746032715,0.5958486199378967,227,0.2905983030796051,146,0.17582418024539948,29,0.050061050802469254,1,0.6034482717514038,3.5,1628,0.7794840335845947,2
487,0.6419421434402466,0.797397792339325,372,0.3698884844779968,19,0.15055762231349945,9,0.11152416467666626,1,0.28776979446411133,3.75,1477,0.3452945053577423,4
738,0.8477274179458618,0.6907894611358643,562,0.4232456088066101,43,0.1743421107530594,9,0.025219298899173737,0,0.3090277910232544,4.75,1907,1,4
793,0.12933698296546936,0.16649246215820312,559,0.057339105755090714,141,0.05629386380314827,18,0.01776915043592453,0,0.3333333432674408,3.25,11084,0.03202814981341362,10
752,0.7089610695838928,0.6640488505363464,610,0.31239092350006104,46,0.2696335017681122,42,0.03664921596646309,1,0.5027027130126953,4.199999809265137,1945,0.4776349663734436,13
486,0.6880582571029663,0.6675291061401367,376,0.36222508549690247,26,0.23285898566246033,30,0.03880983218550682,1,0.4107142984867096,4.666666507720947,1394,0.6377331614494324,10
385,0.5790535807609558,0.6671328544616699,326,0.4000000059604645,3,0.23356643319129944,6,0.015384615398943424,0,0.8164557218551636,4.4285712242126465,1339,0.7991037964820862,7
773,0.7765378952026367,0.8715139627456665,601,0.4741035997867584,46,0.31175297498703003,88,0.050796814262866974,1,0.45370370149612427,4.666666507720947,2029,0.3311976194381714,9
271,0.6205942630767822,0.6712018251419067,220,0.46258503198623657,4,0.10657596588134766,35,0.07709750533103943,1,0.9829059839248657,5,919,1,6
645,0.6783843636512756,0.8452380895614624,563,0.420634925365448,18,0.16931216418743134,16,0.17989417910575867,1,0.2321428507566452,4,1833,0.39388978481292725,7
439,0.5951959490776062,0.8078902363777161,394,0.5677530169487,3,0.06346483528614044,33,0.15265865623950958,1,0.8700000047683716,4.333333492279053,1680,0.9154762029647827,14
419,0.7294628620147705,0.6401446461677551,386,0.426763117313385,3,0.11754068732261658,0,0.012658228166401386,1,0.9387755393981934,4.875,1331,1,9
491,0.6558133959770203,0.6401515007019043,466,0.34090909361839294,15,0.1540404111146927,0,0.013888888992369175,1,1,4.75,1676,1,9
360,0.6360651254653931,0.6146435737609863,286,0.3025048077106476,8,0.12716762721538544,4,0.038535647094249725,1,0.868852436542511,5,1287,1,9
141,0.9161550402641296,0.7190476059913635,121,0.41428571939468384,5,0.03333333507180214,0,0.25238096714019775,0,0.4000000059604645,5,390,1,7
190,0.5833420753479004,0.6133720874786377,136,0.4389534890651703,45,0.1627907007932663,1,0.00872093066573143,1,1,5,680,1,8
626,0.6018556356430054,0.6804326176643372,425,0.39921337366104126,103,0.2261553555727005,23,0.025565387681126595,0,0.8290155529975891,5,2136,1,11
273,0.9867683053016663,1.6130434274673462,120,0.752173900604248,43,0.5043478012084961,95,0.2130434811115265,0,0.9200000166893005,5,578,1,13
324,0.6519070863723755,0.6598513126373291,153,0.39962825179100037,75,0.17100371420383453,64,0.06505576521158218,1,0.9468085169792175,5,1064,1,4
182,0.7386792898178101,0.7559999823570251,164,0.5960000157356262,14,0.14000000059604645,2,0.012000000104308128,1,1,4,474,1,5
522,0.5678514838218689,0.6974874138832092,282,0.28944724798202515,57,0.16683417558670044,150,0.21407034993171692,0,0.7733333110809326,4.400000095367432,1778,1,5
437,0.5252671241760254,0.6285310983657837,395,0.2259887009859085,10,0.24011299014091492,8,0.1285310685634613,1,1,4.666666507720947,1544,1,6
313,0.6661877036094666,0.7149028182029724,262,0.2958963215351105,29,0.26565873622894287,14,0.15334773063659668,1,0.49438202381134033,4.666666507720947,779,1,5
529,0.6556533575057983,0.6994285583496094,421,0.4034285843372345,52,0.2240000069141388,32,0.05257142707705498,1,0.9685863852500916,4.75,1497,1,4
122,0.6893967986106873,0.832335352897644,107,0.5508981943130493,10,0.20359280705451965,1,0.053892213851213455,0,0.6153846383094788,4.75,360,1,4
96,0.5871424674987793,0.8391608595848083,86,0.6153846383094788,5,0.16083915531635284,5,0.03496503457427025,0,0.8095238208770752,5,348,1,5
77,0.7097765207290649,0.8100000023841858,66,0.5799999833106995,10,0.20999999344348907,0,0.009999999776482582,0,0,4,179,1,1
435,0.7352666258811951,0.7431372404098511,309,0.4313725531101227,49,0.2549019753932953,15,0.003921568859368563,1,0.9931972622871399,4.5,1010,1,3
627,0.010008594952523708,0.017845841124653816,412,0.0074100373312830925,141,0.008243666961789131,43,0.0016981336520984769,1,1,3,102322,9.382146527059376e-4,2
532,1.619390606880188,1.8757575750350952,320,0.6757575869560242,136,0.9757575988769531,27,0.13636364042758942,1,0.9838709831237793,4.5,619,1,14
380,0.3136534094810486,0.30927833914756775,284,0.15226010978221893,67,0.12529738247394562,22,0.010309278033673763,1,0.6279069781303406,4.615384578704834,1989,0.7028657793998718,14
269,0.4269062876701355,0.4307692348957062,158,0.11888112127780914,81,0.2097902148962021,28,0.07692307978868484,1,0.546875,4.666666507720947,1086,0.9843462109565735,6
323,0.7355220913887024,0.7966101765632629,142,0.1331719160079956,152,0.5544794201850891,20,0.09685230255126953,1,1,4.666666507720947,738,1,6
309,0.6089649796485901,0.6407185792922974,189,0.20558881759643555,85,0.35528942942619324,12,0.05988023802638054,1,0.4838709533214569,4.666666507720947,827,1,6
279,0.7154438495635986,0.8756476640701294,145,0.26165804266929626,116,0.5103626847267151,4,0.062176164239645004,0,0.02083333395421505,5,688,1,6
195,0.3083565831184387,0.3448275923728943,100,0.0794602707028389,65,0.20539730787277222,22,0.040479760617017746,1,0.7317073345184326,4.5,1155,1,14
171,0.7219738364219666,0.8926829099655151,108,0.4390243887901306,35,0.3804877996444702,19,0.06829268485307693,0,0,4.5,328,0.3201219439506531,5
400,0.41240352392196655,0.7203481793403625,322,0.5048966407775879,9,0.16104461252689362,9,0.005440696608275175,0,0.6902356743812561,4.909090995788574,2136,1,13
105,0.4546434283256531,0.7395833134651184,82,0.4375,6,0.2916666567325592,4,0.0052083334885537624,1,0.3181818127632141,5,473,1,3
330,0.4920826256275177,0.5918698906898499,279,0.4097560942173004,14,0.11056910455226898,0,0.05528455227613449,1,0.9661017060279846,4.666666507720947,1264,1,3
127,0.6344712376594543,0.7189542651176453,88,0.4575163424015045,19,0.19607843458652496,4,0.006535947788506746,1,1,5,315,1,8
378,0.7207920551300049,0.8230088353157043,301,0.5884955525398254,60,0.190265491604805,2,0.006637168116867542,1,0.2410714328289032,4.333333492279053,846,1,3
143,0.609306812286377,0.629807710647583,87,0.24038460850715637,25,0.25961539149284363,20,0.125,1,0.8611111044883728,4.333333492279053,371,1,3
308,0.5934275984764099,0.6572052240371704,208,0.43449780344963074,5,0.015283842571079731,82,0.17467248439788818,0,0.5,4.5,921,1,5
180,0.5529295206069946,0.5880398750305176,124,0.2458471804857254,29,0.08970099687576294,16,0.22923588752746582,1,0.9800000190734863,4.800000190734863,524,1,7
322,0.6359755992889404,0.7744874954223633,156,0.34851935505867004,81,0.2892938554286957,20,0.09111617505550385,0,0.2142857164144516,4,943,0.370095431804657,3
206,0.696795642375946,0.6907630562782288,175,0.49799197912216187,13,0.1606425642967224,1,0.00401606410741806,1,1,4.599999904632568,489,1,4
238,0.6645215153694153,0.645901620388031,184,0.44262295961380005,27,0.1803278625011444,5,0,0,0.15714286267757416,4,579,1,2
234,0.647678554058075,0.5874999761581421,175,0.4000000059604645,29,0.16249999403953552,5,0.012500000186264515,1,1,5,630,1,2
209,0.7696501016616821,0.9282700419425964,130,0.38396623730659485,31,0.4135020971298218,2,0.06751054525375366,1,1,4.800000190734863,495,1,5
200,0.40621060132980347,0.429193913936615,171,0.2505446672439575,17,0.1590413898229599,1,0.006535947788506746,1,0.3333333432674408,4.75,911,1,6
87,0.6477916240692139,0.61654132604599,66,0.3834586441516876,11,0.21804511547088623,2,0.007518797181546688,1,1,4.666666507720947,230,1,2
102,0.5511979460716248,0.7016128897666931,71,0.33870968222618103,21,0.32258063554763794,1,0.016129031777381897,1,1,4.875,397,1,11
134,0.8426877856254578,0.8362573385238647,121,0.5964912176132202,7,0.20467835664749146,4,0.005847953259944916,1,1,4.75,311,1,7
123,0.5022849440574646,0.4859437644481659,63,0.1204819306731224,14,0.293172687292099,37,0.048192769289016724,1,1,5,535,1,4
93,0.8203274011611938,1,69,0.625,10,0.4134615361690521,11,0.01923076994717121,1,1,5,242,1,6
207,0.7381667494773865,0.9049429893493652,130,0.5133079886436462,45,0.3460076153278351,6,0.022813688963651657,1,1,4,515,1,1
573,0.637346625328064,0.5966135263442993,411,0.16434262692928314,79,0.32968127727508545,53,0.07669322937726974,0,0,3.5,1674,0.09080047905445099,3
412,0.5605376362800598,0.5273311734199524,197,0.14469453692436218,129,0.2926045060157776,12,0.03697749227285385,0,0.15853658318519592,4.388888835906982,1342,0.5834575295448303,14
454,1,0.8988234996795654,265,0.23999999463558197,114,0.47999998927116394,11,0.13411764800548553,1,0.8970588445663452,4.333333492279053,898,0.6046770811080933,4
308,0.5257140398025513,0.5602605938911438,178,0.20846904814243317,105,0.28175896406173706,9,0.05374592915177345,1,0,4,1081,0.10823311656713486,2
86,0.6158125400543213,0.8169013857841492,82,0.5633803009986877,2,0.11267605423927307,0,0.09859155118465424,1,1,4,238,1,1
164,0.6813294291496277,0.9677419066429138,156,0.5161290168762207,6,0.3041474521160126,2,0.04608295112848282,0,0,4,425,1,2
303,0.62620609998703,0.671403169631958,221,0.27531084418296814,35,0.10479573905467987,14,0.2593250572681427,1,1,4.666666507720947,956,1,10
843,1.8867652416229248,2.0547666549682617,603,1.168357014656067,165,0.3569979667663574,35,0.47058823704719543,1,1,4.25,826,1,7
672,0.5574682354927063,0.6818587779998779,517,0.2752457559108734,98,0.15281501412391663,19,0.1635388731956482,1,0.8351648449897766,4.857142925262451,2429,1,14
464,0.6658709049224854,0.71757572889328,322,0.21212121844291687,16,0.13939394056797028,74,0.30909091234207153,1,1,5,1409,1,12
566,0.177223801612854,0.21882598102092743,420,0.0673845112323761,68,0.07294199615716934,29,0.05488016828894615,1,0.7684729099273682,4.733333110809326,5669,0.28382429480552673,14
477,0.646246075630188,0.5738916397094727,235,0.27955666184425354,11,0.10221675038337708,183,0.1305418759584427,1,0.9677419066429138,4.461538314819336,1403,0.9950106739997864,14
164,2.3019721508026123,2.527777671813965,117,1.1527777910232544,7,0.9166666865348816,22,0.0833333358168602,1,0.9753086566925049,5,165,1,4
338,0.5737708806991577,0.7013888955116272,186,0.421875,8,0.0798611119389534,139,0.1475694477558136,1,1,4,1081,1,2
225,0.8138540983200073,0.8199999928474426,178,0.5633333325386047,32,0.09000000357627869,5,0.12999999523162842,1,1,5,612,1,3
654,0.553888738155365,0.6993007063865662,463,0.35227271914482117,75,0.110139861702919,32,0.21066433191299438,0,0.7674418687820435,4.5714287757873535,2241,0.5131637454032898,9
193,0.7045085430145264,0.613772451877594,129,0.18862275779247284,11,0.0928143709897995,39,0.2934131622314453,0,0.3030303120613098,5,525,1,5
412,0.9502548575401306,0.7698924541473389,313,0.44301074743270874,42,0.05806451663374901,7,0.24946236610412598,1,1,5,893,1,8
56,0.8380419015884399,0.800000011920929,43,0.41818180680274963,7,0.290909081697464,1,0.072727270424366,0,0,5,130,1,1
157,0.5991350412368774,0.6153846383094788,147,0.5209790468215942,4,0.0279720276594162,6,0.02097902074456215,1,1,5,566,1,4
82,0.6182110905647278,0.6014492511749268,74,0.4492753744125366,3,0.06521739065647125,0,0.036231882870197296,1,1,4,297,1,1
650,0.16862814128398895,0.1707577407360077,323,0.05789754539728165,165,0.08004269003868103,135,0.02801494114100933,0,0,3.5,6576,0.02478710375726223,2
838,0.9612892270088196,1,579,0.5532358884811401,173,0.4540709853172302,16,0.036534447222948074,0,0,4,1876,0.10341151058673859,3
64,0.4605177044868469,0.5853658318519592,47,0.43292683362960815,10,0.09146341681480408,3,0.03658536449074745,0,0,4,261,1,1
252,0.7251399755477905,0.7306666374206543,151,0.36266666650772095,52,0.335999995470047,8,0.00800000037997961,0,0.782608687877655,4.75,669,1,6
179,0.7897424697875977,0.9289940595626831,113,0.4082840383052826,35,0.43195265531539917,3,0.011834319680929184,1,0.9818181991577148,4.25,421,1,6
240,0.5442540645599365,0.6620370149612427,146,0.31712964177131653,61,0.3263888955116272,4,0.018518518656492233,1,1,4,862,1,2
166,0.6514238715171814,0.8008130192756653,122,0.40243902802467346,38,0.35772356390953064,1,0.012195121496915817,0,0.190476194024086,4.666666507720947,509,1,6
358,0.5517555475234985,0.6706408262252808,183,0.3636363744735718,63,0.1818181872367859,41,0.10134128481149673,1,1,5,1123,1,4
231,0.3915266692638397,0.5761047601699829,224,0.4353518784046173,0,0.022913256660103798,1,0.04909983649849892,0,0.5730769038200378,5,1315,1,4
504,0.6484155654907227,0.6934487223625183,349,0.36588379740715027,45,0.27070456743240356,42,0.021013597026467323,1,1,4.875,1408,1,9
393,0.8742319345474243,1,226,0.60447758436203,122,0.34825870394706726,18,0.04477611929178238,0,0.75,4.692307472229004,877,0.9384264349937439,14
328,2.733757734298706,3.7142856121063232,143,1.2402597665786743,18,0.9350649118423462,134,1.3701298236846924,1,0.691618800163269,5,229,1,5
491,0.5768627524375916,0.596436083316803,236,0.23165617883205414,31,0.10482180118560791,115,0.23165617883205414,1,0.7169811129570007,4.25,1650,0.23999999463558197,4
327,0.530377984046936,0.7664121985435486,232,0.4595419764518738,17,0.13740457594394684,16,0.1221374049782753,0,0.6333333253860474,4.857142925262451,1301,1,9
NA,NA,0.5600403547286987,NA,0.27346116304397583,NA,0.19979818165302277,NA,0.06357214599847794,1,0.23312883079051971,4.5,1732,1,7
NA,NA,0.47163695096969604,NA,0.35008102655410767,NA,0.0178282018750906,NA,0.08752025663852692,0,0.5196078419685364,4.714285850524902,1014,1,7
371,1,2.751281976699829,248,0.9897435903549194,15,1.2717949151992798,54,0.32564103603363037,1,1,4.5,733,1,9
409,1,1.9444444179534912,277,1.2530864477157593,6,0.354938268661499,77,0.2777777910232544,1,1,5,574,1,13
NA,NA,0.3322475552558899,NA,0.21661238372325897,NA,0.07166124135255814,NA,0.004885993432253599,0,0.7674418687820435,5,1040,1,5
180,0.7141197919845581,0.8297872543334961,129,0.3404255211353302,24,0.3617021143436432,16,0.07801418751478195,1,1,4.5,556,1,2
882,0.3711065649986267,0.4207628667354584,689,0.22060558199882507,43,0.1663389652967453,96,0.025167126208543777,1,1,4.199999809265137,4371,0.0711507648229599,4
366,0.553701639175415,0.7201986908912659,283,0.4387417137622833,24,0.20860926806926727,26,0.05463576316833496,1,0.19540229439735413,3.75,1230,0.6951219439506531,4
629,0.49428415298461914,0.6502848863601685,379,0.40242165327072144,52,0.12535612285137177,73,0.093304842710495,1,1,5,2557,1,9
350,0.5216168761253357,0.511664092540741,186,0.22395023703575134,35,0.015552099794149399,51,0.2301710695028305,1,0.9240506291389465,5,1293,1,7
351,0.6183403134346008,0.7866666913032532,165,0.1550000011920929,127,0.029999999329447746,23,0.47999998927116394,0,0.8011049628257751,5,1158,1,4
525,0.692276120185852,0.6981627345085144,414,0.4593175947666168,56,0.06955380737781525,15,0.15354330837726593,0,0.017467249184846878,5,1527,1,3
853,0.8992272019386292,0.7348560094833374,763,0.37636545300483704,60,0.22840119898319244,13,0.09632571786642075,1,0.8125,5,2223,1,6
631,0.7295358777046204,0.7170385122299194,399,0.2636916935443878,20,0.27079108357429504,109,0.1501014232635498,0,0.7317073345184326,4.833333492279053,1629,1,9
467,0.6235424876213074,0.6624365448951721,271,0.20685279369354248,17,0.14593908190727234,109,0.2614213228225708,1,1,4.599999904632568,1304,1,5
725,0.5801387429237366,0.5873749256134033,478,0.33256351947784424,50,0.0862201675772667,64,0.1485758274793625,0,0.9056603908538818,5,2584,1,4
554,0.30676499009132385,0.3808368742465973,388,0.2680412232875824,41,0.037598542869091034,57,0.05033353716135025,1,1,3.6666667461395264,2966,0.13857047259807587,3
527,0.7381710410118103,0.6503225564956665,322,0.47612902522087097,11,0.04258064553141594,24,0.1135483905673027,1,0.9576719403266907,5,1376,1,14
714,0.7348218560218811,0.58864426612854,415,0.3696407973766327,58,0.08922363817691803,179,0.1135573610663414,1,1,5,1832,1,14
362,0.5954439640045166,0.7073608636856079,220,0.23159784078598022,15,0.030520645901560783,57,0.416517049074173,1,1,5,1117,1,13
312,0.5806701183319092,0.7287822961807251,130,0.4630996286869049,2,0.09778597950935364,63,0.14206641912460327,0,0.6892655491828918,5,1209,1,13
358,0.5553605556488037,0.6200658082962036,169,0.3371710479259491,7,0.10197368264198303,129,0.15953947603702545,1,0.9918032884597778,5,1164,1,9
514,0.6330713629722595,0.7379679083824158,192,0.3342246115207672,56,0.1256684511899948,112,0.18983957171440125,1,0.7484662532806396,4.75,1413,1,5
285,0.8774930238723755,0.765625,185,0.20937499403953552,48,0.23125000298023224,37,0.296875,0,0,5,556,1,11
510,0.4992724061012268,0.6970954537391663,245,0.2894190847873688,36,0.13278008997440338,101,0.24377593398094177,1,0.997032642364502,5,2208,1,4
669,0.6939927935600281,0.6443089246749878,311,0.3739837408065796,82,0.12093495577573776,107,0.0934959352016449,1,0.5060241222381592,4.5,1560,0.41987180709838867,14
325,0.5834174752235413,0.650994598865509,149,0.3001808226108551,120,0.1428571492433548,8,0.13200722634792328,1,1,5,1226,1,10
249,0.6432576179504395,0.6350574493408203,126,0.24425287544727325,43,0.272988498210907,51,0.09770114719867706,1,0.5476190447807312,4.857142925262451,692,1,7
364,0.6242926120758057,0.6751360893249512,186,0.35753175616264343,72,0.18874773383140564,33,0.08711433410644531,1,1,5,1138,1,7
389,0.6035622358322144,0.5840266346931458,228,0.3244592249393463,18,0.20299500226974487,38,0.02828618884086609,0,0.4419889450073242,5,1022,1,10
383,0.48363199830055237,0.5689440965652466,294,0.3503105640411377,16,0.12795031070709229,9,0.044720496982336044,1,1,5,1522,1,7
250,0.6067748069763184,0.6701030731201172,122,0.32731959223747253,73,0.25773194432258606,25,0.02835051529109478,0,0.40909090638160706,5,665,1,5
312,0.2517161965370178,0.32585203647613525,170,0.17123857140541077,39,0.04821280017495155,49,0.06317539513111115,1,0.9929577708244324,4.900000095367432,2253,1,10
163,0.593682050704956,0.3815789520740509,150,0.1940789520740509,6,0.02631578966975212,0,0.1184210553765297,1,1,5,552,1,4
666,0.7912313342094421,0.7342945337295532,480,0.41812562942504883,45,0.0792996883392334,60,0.20494335889816284,1,0.905537486076355,4.333333492279053,1606,0.9912827014923096,12
349,0.3790002167224884,0.5005636811256409,127,0.20856820046901703,21,0.04509582743048668,146,0.22435174882411957,0,0.7405857443809509,5,1834,1,3
373,0.5683300495147705,0.5593803524971008,176,0.2736660838127136,24,0.10154905170202255,118,0.16867469251155853,1,1,4.5714287757873535,1170,1,9
191,0.5058234930038452,0.5727003216743469,112,0.31750741600990295,3,0.05341246351599693,72,0.18694362044334412,1,1,4.857142925262451,654,1,9
542,0.7119495272636414,0.6341145634651184,397,0.3984375,42,0.109375,41,0.0677083358168602,0,0.14864864945411682,4.25,1461,0.3983573019504547,4
477,0.49660301208496094,0.5341207385063171,382,0.45406824350357056,7,0.031496062874794006,11,0.007874015718698502,1,0.8743455410003662,5,1856,1,7
284,0.4787704646587372,0.26646706461906433,269,0.1991017907857895,3,0.03293413296341896,8,0.01796407252550125,1,1,5,1241,1,7
529,0.3182640075683594,0.32124048471450806,399,0.18373318016529083,12,0.05324751138687134,67,0.06612053513526917,1,0.7048192620277405,4.5,2963,0.2031724601984024,14
405,0.5956264138221741,0.8634538054466248,248,0.5287817716598511,7,0.09638553857803345,37,0.13788487017154694,1,0.2638036906719208,5,1450,1,11
899,1,0.8327359557151794,508,0.41577062010765076,11,0.06929510086774826,56,0.2616487443447113,1,0.8023256063461304,4.777777671813965,1575,1,12
