votes_1994,turnout_1994,turnout_2000,pri_1994_votes,pri_2000_share,pan_1994_votes,pan_2000_share,prd_1994_votes,prd_2000_share,intent_to_treat,early_progresa,poverty,population,share_eligible,num_villages
613,0.6110839247703552,0.6956947445869446,544,0.6252446174621582,7,0.016634050756692886,9,0.026418786495923996,0,0.3321428596973419,5,2147,1,3
599,0.7246770262718201,0.7001153230667114,580,0.4279123544692993,5,0.049596309661865234,7,0.16493655741214752,1,0.7622641324996948,5,1698,1,6
446,0.6048349142074585,0.6278145909309387,237,0.4701986610889435,14,0.05960264801979065,64,0.0701986774802208,0,0.686274528503418,5,1315,1,4
371,0.6163400411605835,0.6380090713500977,180,0.26395174860954285,8,0.2956259548664093,126,0.04072398319840431,1,0.17241379618644714,4.5,1094,1,2
543,0.5258700251579285,0.6441314816474915,386,0.4892018735408783,27,0.056338027119636536,72,0.07699530571699142,0,0.37857142090797424,4.333333492279053,1969,0.5190451741218567,8
786,0.717077910900116,0.664365828037262,667,0.47972390055656433,3,0.0560828298330307,11,0.0974978432059288,1,1,5,2173,1,4
372,0.481365442276001,0.4464060664176941,115,0.20428751409053802,44,0.034047920256853104,46,0.17528373003005981,1,1,5,1611,1,8
422,0.5783174633979797,0.5716080665588379,72,0.1670854240655899,7,0.09798994660377502,11,0.2625628113746643,1,1,5,1544,1,6
438,0.2503282129764557,0.2948877811431885,312,0.18329177796840668,16,0.025561098009347916,31,0.05299251899123192,0,0.8413792848587036,5,3229,1,2
540,0.5882826447486877,0.625745952129364,331,0.2293265163898468,77,0.15856777131557465,63,0.21142369508743286,0,0.9666666388511658,5,1809,1,2
839,0.6477822661399841,0.6538461446762085,587,0.45192307233810425,93,0.07131410390138626,34,0.08814102411270142,0,0.7994505763053894,4.666666507720947,2749,1,3
474,1.7641867399215698,1.8349206447601318,396,1.4222222566604614,7,0.13968254625797272,11,0.190476194024086,1,1,4.5,539,1,2
310,0.5316011309623718,0.5089430809020996,171,0.29430893063545227,5,0.11056910455226898,7,0.02276422828435898,1,1,5,1116,1,6
361,0.4700908064842224,0.4575645625591278,361,0.26691266894340515,0,0.095940962433815,0,0.03567035496234894,1,1,5,1515,1,11
518,0.6525721549987793,0.6539833545684814,272,0.27229487895965576,69,0.243757426738739,96,0.09988109022378922,0,0.49193549156188965,3.6666667461395264,1363,0.6801173686981201,5
723,0.7384946346282959,0.7840564846992493,429,0.3824419677257538,60,0.24117054045200348,131,0.07971745729446411,0,0.35256409645080566,4.166666507720947,1657,1,7
511,0.685851514339447,0.69792938232421875,372,0.2898903787136078,72,0.28501826524734497,43,0.0730816051363945,0,0.3176470696926117,4.25,1362,1,4
297,0.703125,0.6812499761581421,207,0.5270833373069763,21,0.1041666641831398,35,0.03541666641831398,0,0,4,902,1,1
567,0.6037678718566895,0.6912442445755005,434,0.23156681656837463,11,0.18433180451393127,59,0.22580644488334656,0,0.6800000071525574,5,2099,1,14
543,0.6328160166740417,0.6610925197601318,275,0.22965440154075623,19,0.08584169298410416,125,0.2931995391845703,0,0.6886447072029114,5,1776,1,4
745,0.8095107674598694,0.6736640930175781,473,0.3549618422985077,146,0.2614503800868988,76,0.030534351244568825,1,1,5,1868,1,6
494,0.6967753767967224,0.633548378944397,355,0.3083871006965637,23,0.2567741870880127,89,0.032258063554763794,1,1,5,1407,1,4
531,1,0.9107142686843872,383,0.637499988079071,13,0.21071428060531616,76,0.03928571566939354,1,1,5,1028,1,4
470,0.6879330277442932,0.7409261465072632,291,0.27659574151039124,79,0.4117647111415863,58,0.013767208904027939,0,0.8727272748947144,5,1375,1,6
405,0.053084492683410645,0.0941515862941742,215,0.0428796224296093,29,0.02714398130774498,137,0.022292157635092735,0,0.46666666865348816,4.545454502105713,13059,0.06064783036708832,14
641,0.08077289909124374,0.07526475191116333,372,0.04059505835175514,49,0.01664145290851593,177,0.01664145290851593,0,1,4.625,13623,0.10173970460891724,14
236,0.31207039952278137,0.2703448235988617,95,0.08827586472034454,29,0.037241380661726,70,0.1310344785451889,0,0,4.833333492279053,1378,1,14
363,0.8984696865081787,0.7153652310371399,206,0.367758184671402,37,0.05037783458828926,42,0.29219144582748413,0,0.15748031437397003,5,790,1,14
189,0.7865462899208069,0.6919831037521362,77,0.18143460154533386,24,0.2236286848783493,43,0.27004218101501465,0,1,5,501,1,10
621,0.45863398909568787,0.40305009484291077,325,0.15032680332660675,23,0.07697893679141998,171,0.15613652765750885,1,0.8589211702346802,4.933333396911621,2714,1,14
386,0.7439326047897339,0.6485623121261597,226,0.35143768787384033,16,0.1405750811100006,87,0.11341852694749832,0,0.5649350881576538,5,1099,1,3
604,0.662753164768219,0.616150438785553,219,0.22787611186504364,14,0.06305309385061264,298,0.3097345232963562,1,0.9846938848495483,5,1761,1,7
80,0.6102882027626038,0.5289855003356934,39,0.21739129722118378,15,0.1666666716337204,16,0.10869564861059189,1,1,3.6666667461395264,246,0.934959352016449,3
690,0.7933669686317444,0.7682775855064392,477,0.3841387927532196,62,0.2949194610118866,118,0.06567534059286118,0,0.5396825671195984,4.714285850524902,1424,0.4051966369152069,7
391,0.7221007347106934,0.6639510989189148,212,0.3197556138038635,48,0.2138492912054062,95,0.09164969623088837,1,0.7636363506317139,4.333333492279053,936,1,3
534,1,1,367,0.42013129591941833,16,0.2516411244869232,113,0.34573304653167725,1,1,4.875,771,1,14
923,0.7223496437072754,0.7997159361839294,709,0.35866478085517883,45,0.34446021914482117,59,0.08522727340459824,1,1,4.666666507720947,2248,1,11
561,0.6569725871086121,0.640943169593811,313,0.2786709666252136,10,0.2143622785806656,75,0.052518755197525024,0,0.8695651888847351,5,1717,1,6
629,0.6567690968513489,0.5661478638648987,391,0.1750972718000412,16,0.25194552540779114,93,0.0749027207493782,1,0.980079710483551,4.800000190734863,2009,1,11
444,0.7260149717330933,0.46224960684776306,236,0.26810476183891296,1,0.04160246625542641,112,0.11402156949043274,0,0.7933333516120911,5,1259,1,6
499,0.5353409051895142,0.49740931391716003,433,0.2735751271247864,2,0.12953367829322815,22,0.04041450843214989,0,0.7954545617103577,5,2004,1,14
504,0.6219672560691833,0.5656779408454895,340,0.20656779408454895,12,0.2605932056903839,51,0.07097457349300385,1,1,5,1559,1,5
