"","name","ICPSR2","presidentialvoteshare.1986","presidentialvoteshare.1990","presidentialvoteshare.1992","presidentialvoteshare.1994","presidentialvoteshare.1996","presidentialvoteshare.1998","presidentialvoteshare.2000","presidentialvoteshare.2002","presidentialvoteshare.2004","presidentialvoteshare.2006","presidentialvoteshare.2008","presidentialvoteshare.2014","presidentialvoteshare.2016","presidentialvoteshare.2018","presidentialvoteshare.1984","presidentialvoteshare.1988","presidentialvoteshare.2010","presidentialvoteshare.2020","presidentialvoteshare.2022","presidentialvoteshare.1980","presidentialvoteshare.1982","presidentialvoteshare.2012","contributions.1986","contributions.1990","contributions.1992","contributions.1994","contributions.1996","contributions.1998","contributions.2000","contributions.2002","contributions.2004","contributions.2006","contributions.2008","contributions.2014","contributions.2016","contributions.2018","contributions.1984","contributions.1988","contributions.2010","contributions.2020","contributions.2022","contributions.1980","contributions.1982","contributions.2012"
"1664","sanchez, linda","20310",NA,NA,NA,NA,NA,NA,NA,45,60,60,67,64,49,71,NA,NA,67,67,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,1076307,786141,645970,616887,1350031,1480953,1732077,NA,NA,723863,1263617,NA,NA,NA,1048195
"1665","sanchez, loretta","29709",NA,NA,NA,NA,55,55,56,40,50,50,61,60,NA,NA,NA,NA,61,NA,NA,NA,NA,60,NA,NA,NA,NA,829816,3372283,2055613,1435120,1310010,1366455,1244417,1455237,NA,NA,NA,NA,2056345,NA,NA,NA,NA,1682794
"1666","sanders, bernard","29147",NA,48,60,60,63,63,55,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571556,592541,628978,1026500,699659,656270,NA,836307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","sanders, bernard congressman","29147",NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","sandlin, max a jr","29757",NA,NA,NA,NA,49,49,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1706389,846463,1667970,1002742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","sanford, marshall","29565",NA,NA,NA,38,40,40,NA,NA,NA,NA,NA,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552761,308006,323663,NA,NA,NA,NA,NA,1696689,741773,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","sangmeister, george edward","15622",NA,44,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,481112,339478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378294,NA,NA,NA,NA,NA,NA
"1671","santini, james david","14272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515791,NA,NA
"1672","santorum, richard j","29141",NA,46,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257786,654854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","sarbanes, john p","20724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,70,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933451,NA,NA,NA,578602,186654,NA,NA,NA
"1674","sarbanes, john peter spyros","20724",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,61,61,NA,NA,NA,60,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463575,1012938,775892,948497,NA,NA,NA,908856,NA,NA,NA,NA,1010367
"1675","sarpalius, william clarence","15623",NA,36,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,685311,521447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387092,NA,NA,NA,NA,NA,NA
"1676","savage, gus","14856",84,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,85,NA,NA,NA,87,87,NA,153332,196636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120389,240244,NA,NA,NA,81473,24670,NA
"1677","sawyer, harold s","14450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363976,422725,NA
"1678","sawyer, thomas c","15442",49,53,59,59,62,62,56,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,573642,262812,195200,563931,522163,543804,539071,NA,NA,NA,NA,NA,NA,NA,NA,447420,NA,NA,NA,NA,NA,NA
"1679","saxton, h james","15112",35,38,46,46,57,57,55,55,49,49,NA,NA,NA,NA,35,38,NA,NA,NA,NA,NA,NA,401064,628142,647329,611801,676788,674943,1716664,1172462,1203034,1364031,NA,NA,NA,NA,520737,491036,NA,NA,NA,NA,NA,NA
"1680","scalise, stephen j","20759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,26,NA,NA,NA,26,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825911,2624874,3581223,NA,NA,NA,1358024,NA,NA,NA,NA,1436751
"1681","scalise, steve","20759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13571267,NA,NA,NA,38160642,18570245,NA,NA,NA
"1682","scanlon, mary gay","21762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935937,NA,NA,NA,1479735,1596137,NA,NA,NA
"1683","scarborough, joe","39508",NA,NA,NA,34,34,34,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346104,510154,351620,755055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","schaefer, daniel l","15058",31,42,49,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,42,NA,NA,NA,NA,NA,NA,144328,375683,360676,453270,742059,NA,NA,NA,NA,NA,NA,NA,NA,NA,160747,618607,NA,NA,NA,NA,NA,NA
"1685","schaffer, robert w","29711",NA,NA,NA,NA,46,46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477145,547915,289181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","schakowsky, janice d","29911",NA,NA,NA,NA,NA,73,73,73,68,68,74,70,70,74,NA,NA,74,72,71,NA,NA,70,NA,NA,NA,NA,NA,1448368,849837,861461,1098204,1138224,1408947,1334600,1376478,1559269,NA,NA,1520106,1858403,1563009,NA,NA,1350902
"1687","schauer, mark hamilton","20922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2344496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","schenk, lynn a","29324",NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","scheuer, james h","10768",53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,59,NA,NA,NA,56,52,NA,81374,414085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66458,77854,NA,NA,NA,52185,122274,NA
"1690","schiff, adam","20104",NA,NA,NA,NA,NA,NA,56,76,62,62,69,73,73,76,NA,NA,69,72,74,NA,NA,73,NA,NA,NA,NA,NA,NA,4352754,1253899,1488304,1200905,1190025,916759,975256,6268995,NA,NA,1378951,19598363,25328093,NA,NA,1333321
"1691","schiff, steven h","15624",NA,46,54,54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,554676,573884,461451,599401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563429,NA,NA,NA,NA,NA,NA
"1692","schilling, robert t","21130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127490,NA,NA,NA,NA,NA
"1693","schmidt, jeannette h","20540",NA,NA,NA,NA,NA,NA,NA,NA,NA,36,40,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223101,1289302,NA,NA,NA,NA,NA,1050601,NA,NA,NA,NA,NA
"1694","schneider, bradley s","21326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797652,NA,NA,NA
"1695","schneider, bradley scott","21326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,66,NA,NA,NA,65,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5197782,4568446,NA,NA,NA,3610180,NA,NA,NA,3043849
"1696","schneider, claudine c","14857",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,54,NA,NA,NA,55,55,NA,362759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302420,419633,NA,NA,NA,282326,360645,NA
"1697","schock, aaron jon","20914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,45,NA,NA,NA,NA,49,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2608685,2726450,NA,NA,NA,NA,2408587,NA,NA,NA,NA,3226793
"1698","scholten, hillary","22363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3806548,NA,NA,NA
"1699","schrader, kurt","20944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,55,55,52,NA,NA,56,55,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438601,1637572,1909841,2080538,NA,NA,1872836,2034595,NA,NA,NA,1781164
"1700","schrier, kim","21962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8144753,NA,NA,NA,5452642,9640767,NA,NA,NA
"1701","schrock, edward l","20142",NA,NA,NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122070,800972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","schroeder, patricia","14051",52,63,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,63,NA,NA,NA,48,48,NA,243383,441609,816960,306678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263689,275795,NA,NA,NA,180788,247391,NA
"1703","schuette, william d","15114",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,42,NA,NA,NA,NA,NA,NA,891901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858124,787377,NA,NA,NA,NA,NA,NA
"1704","schultz, debbie wasserman","20504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233842,NA,NA,NA,NA,NA,NA,NA,NA
"1705","schulze, richard t","14273",33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,35,NA,NA,NA,32,32,NA,376549,578161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319367,457731,NA,NA,NA,174751,234376,NA
"1706","schumer, charles e","14858",51,56,64,64,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,56,NA,NA,NA,59,54,NA,163140,819952,923272,274394,3317153,NA,NA,NA,NA,NA,NA,NA,NA,NA,164264,437574,NA,NA,NA,256616,501747,NA
"1707","schwartz, allyson y","20525",NA,NA,NA,NA,NA,NA,NA,NA,57,57,59,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3161121,NA,NA,NA,NA,NA,2922349,NA,NA,NA,NA,2904422
"1708","schwarz, john","20515",NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","schweikert, david","21105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,45,NA,NA,48,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127799,797747,1789743,NA,NA,1732731,NA,NA,NA,NA,1982870
"1710","schweikert, david s","21105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298670,2018409,NA,NA,NA
"1711","scott, david albert","20321",NA,NA,NA,NA,NA,NA,NA,72,64,64,72,68,68,73,NA,NA,72,76,80,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1506682,1102033,1241679,1435972,1026213,1243041,1101295,NA,NA,862262,1228393,2007966,NA,NA,976669
"1712","scott, james austin","21123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,35,NA,NA,43,37,36,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956178,996674,819909,NA,NA,1035300,836256,832289,NA,NA,1114641
"1713","scott, robert c","39307",NA,NA,72,72,76,76,67,67,67,67,76,79,79,67,NA,NA,76,68,70,NA,NA,79,NA,NA,518276,246451,194468,185767,255440,173515,499654,336423,525142,511674,771224,653415,NA,NA,444548,875926,851699,NA,NA,451466
"1714","scott, timothy","21173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680567
"1715","scott, timothy e","21173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213574,NA,NA,NA,NA,NA
"1716","seastrand, andrea h","29506",NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","seiberling, john f","13040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96727,NA,NA,NA,NA,31814,87041,NA
"1718","sekula gibbs, shelley","20541",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","self, keith alan","22364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592899,NA,NA,NA
"1720","sensenbrenner, f james jr","14657",35,40,38,38,42,42,35,68,36,36,41,42,42,39,35,40,41,NA,NA,37,37,42,175697,266285,283602,229629,321684,294224,501176,567127,806716,774141,479870,438377,384927,355124,236192,309612,419147,NA,NA,171131,141516,554920
"1721","serrano, jose e","29134",NA,88,84,84,96,96,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111650,116483,172030,75611,114291,NA,270127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","serrano, jose m","29134",NA,NA,NA,NA,NA,NA,NA,NA,90,90,95,95,95,95,NA,NA,95,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,244716,312397,410513,192203,276469,261011,NA,NA,373374,NA,NA,NA,NA,212068
"1723","sessions, pete","29759",NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,44,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520880,NA,NA,NA,NA,NA,NA,NA,NA,1485909,1001776,NA,NA,NA
"1724","sessions, peter anderson","29759",NA,NA,NA,NA,51,51,42,40,NA,40,46,44,44,NA,NA,NA,46,NA,NA,NA,NA,44,NA,NA,NA,NA,1156064,852957,1986465,730537,NA,1891843,1808591,2567779,2406308,NA,NA,NA,2153120,NA,NA,NA,NA,1836552
"1725","sestak, joseph a jr","20744",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285954,3889079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","sewell, terri a","21102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,71,NA,NA,73,71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1511863,1630080,1785099,NA,NA,1802833,2171040,2359061,NA,NA,NA
"1727","sewell, terrycina andrea","21102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205400
"1728","shadegg, john barden","29501",NA,NA,NA,42,48,48,46,42,42,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604923,504330,589891,706496,629672,810996,1078942,2892558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","shalala, donna","21963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4477268,NA,NA,NA,NA,NA,NA,NA,NA
"1730","shamansky, robert n","14859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184064,NA,NA
"1731","shannon, james m","14658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330377,215700,NA
"1732","sharp, philip r","14274",32,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,35,NA,NA,NA,38,31,NA,403720,714491,624265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429818,465414,NA,NA,NA,161720,394372,NA
"1733","shaw, eugene clay jr","14860",41,47,54,54,59,59,60,60,52,NA,NA,NA,NA,NA,33,47,NA,NA,NA,39,38,NA,203766,413387,948514,860784,764768,530992,2755056,1954337,1585007,NA,NA,NA,NA,NA,388007,348233,NA,NA,NA,430656,296906,NA
"1734","shays, christopher","15449",NA,43,50,50,56,56,57,57,53,53,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,447327,402120,362196,577706,661392,941684,975551,2233286,3827216,NA,NA,NA,NA,NA,359551,NA,NA,NA,NA,NA,NA
"1735","shea porter, carol","20731",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,53,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,360380,1543517,NA,1537930,NA,NA,NA,NA,NA,NA,NA,NA,1720667
"1736","shelby, richard craig","94659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407089,NA,NA,NA,NA,169483,722583,NA
"1737","shepherd, karen f","39306",NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","sherman, brad","29707",NA,NA,NA,NA,58,58,61,56,60,60,67,68,68,73,NA,NA,67,70,71,NA,NA,68,NA,NA,NA,NA,1380322,1217022,1187710,1227124,818151,1610834,1267711,1517097,1663502,1395492,NA,NA,1743592,1514134,2651949,NA,NA,3401860
"1739","sherrill, mikie","21964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494470,6328540,NA,NA,NA
"1740","sherrill, rebecca michelle","21964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8610282,NA,NA,NA,NA,NA,NA,NA,NA
"1741","sherwood, donald l","29933",NA,NA,NA,NA,NA,51,48,48,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924165,2820653,1212639,1062772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","shimkus, john m","29718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974775,NA,NA,NA,NA,NA,NA,NA,NA
"1743","shimkus, john mondy","29718",NA,NA,NA,NA,NA,54,47,44,39,39,45,44,44,NA,NA,NA,45,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,874408,843987,1848115,1071896,1212017,1333115,1982069,3207856,NA,NA,NA,1845128,NA,NA,NA,NA,2107579
"1744","shows, clifford ronald","29920",NA,NA,NA,NA,NA,49,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670300,1187682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","shuler, joseph h","20737",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,48,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850365,1670733,NA,NA,NA,NA,NA,1347011,NA,NA,NA,NA,NA
"1746","shumway, norman","14660",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,40,NA,NA,NA,38,38,NA,323671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366764,390233,NA,NA,NA,216188,324319,NA
"1747","shuster, bud","14052",33,37,41,41,41,41,33,33,NA,NA,NA,NA,NA,NA,33,37,NA,NA,NA,34,34,NA,299910,417658,557315,674610,1219644,1578053,1312485,11543,NA,NA,NA,NA,NA,NA,450849,402210,NA,NA,NA,158193,314732,NA
"1748","shuster, william f","20134",NA,NA,NA,NA,NA,NA,NA,33,33,33,36,41,41,NA,NA,NA,36,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,627589,1269369,1110998,988778,4054876,4104005,NA,NA,NA,852099,NA,NA,NA,NA,1674736
"1749","sikorski, gerry","15059",48,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,51,NA,NA,NA,NA,45,NA,506995,443381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682599,547198,NA,NA,NA,NA,256613,NA
"1750","siljander, mark d","14872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240661,NA,NA,NA,NA,NA,175926,NA
"1751","simmons, rob","20109",NA,NA,NA,NA,NA,NA,60,60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077563,2151267,2560043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","simon, paul","14275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212088,581846,NA
"1753","simpson, michael","29910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107701,NA,NA,NA,1010347,1623607,NA,NA,NA
"1754","simpson, mike","29910",NA,NA,NA,NA,NA,38,28,28,31,31,37,38,38,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921383,720232,342933,556129,539784,707484,2466247,1015933,NA,NA,NA,792074,NA,NA,NA,NA,NA
"1755","sinema, kyrsten","21300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3718525,4402181,NA,NA,NA,NA,NA,NA,NA,NA,2167384
"1756","sires, albio","20542",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,76,74,74,78,NA,NA,76,72,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901805,993230,659465,635397,460109,NA,NA,657768,605810,NA,NA,NA,663827
