"","black","born","district","committee_chair","congress","delegation_size","democrat","died","dwnom1","dwnom2","year_elected","female","freshman","icpsr","latino","les","majority_leader","majority","minority_leader","party_code","seniority","state","subcommittee_chair","name","vote_share","year","aapi"
"1204",0,1916,28,0,95,39,1,1990,-0.138999998569489,0.208000004291534,1958,0,0,9017,0,1.32846105098724,0,1,0,100,10,"NY",1,"Stratton, Samuel",79,1977,0
"1205",0,1937,12,0,95,12,1,2006,-0.444000005722046,-0.592999994754791,1972,0,0,14055,0,0.170226991176605,0,1,0,100,3,"MA",0,"Studds, Gerry",100,1977,0
"1206",0,1927,3,0,95,4,1,2003,0.328999996185303,0.944000005722046,1976,0,1,94454,0,0.0756564438343048,0,1,0,100,1,"AZ",0,"Stump, Bob",48,1977,0
"1207",0,1938,1,0,95,2,0,NA,0.686999976634979,0.354999989271164,1972,0,0,14056,0,0.220664620399475,0,0,0,200,3,"ID",0,"Symms, Steven",69,1977,0
"1208",0,1910,6,1,95,24,1,1981,-0.101999998092651,0.995000004768372,1946,0,0,9241,0,7.86298990249634,0,1,0,100,16,"TX",1,"Teague, Olin",66,1977,0
"1209",0,1918,4,1,95,15,1,1989,-0.510999977588654,-0.165000006556511,1954,0,0,9322,0,3.22646427154541,0,1,0,100,12,"NJ",1,"Thompson, Frank",67,1977,0
"1210",0,1924,1,0,95,3,0,NA,0.19200000166893,-0.13400000333786,1970,0,0,13045,0,0.29632106423378,0,0,0,200,4,"NE",0,"Thone, Charles",73,1977,0
"1211",0,1928,4,0,95,4,1,2016,-0.305999994277954,0.634999990463257,1972,0,0,14058,0,0.400386959314346,0,1,0,100,3,"AR",1,"Thornton, Ray",100,1977,0
"1212",0,1935,1,0,95,8,1,2012,-0.307000011205673,0.771000027656555,1976,0,1,14455,0,0,0,1,0,100,1,"LA",0,"Tonry, Richard",52,1977,0
"1213",0,1931,8,0,95,19,1,NA,-0.330000013113022,0.126000002026558,1974,0,0,14075,0,0.300103902816772,0,1,0,100,2,"MI",0,"Traxler, Bob",59,1977,0
"1214",0,1928,3,0,95,8,0,2009,0.340000003576279,0.188999995589256,1972,0,0,14060,0,0.0970924347639084,0,0,0,200,3,"LA",0,"Treen, David",73,1977,0
"1215",0,1946,1,0,95,10,0,NA,0.263000011444092,0.0359999984502792,1976,0,1,14456,0,0.224661603569984,0,0,0,200,1,"VA",0,"Trible, Paul",51,1977,0
"1216",0,1941,5,0,95,12,1,1997,-0.382999986410141,-0.497999995946884,1974,0,0,14279,0,0.505447089672089,0,1,0,100,2,"MA",0,"Tsongas, Paul",67,1977,0
"1217",0,1943,2,0,95,4,1,NA,-0.330000013113022,0.0780000016093254,1976,0,1,14457,0,0.094570554792881,0,1,0,100,1,"AR",0,"Tucker, James",86,1977,0
"1218",0,1922,2,1,95,4,1,1998,-0.386999994516373,0.00800000037997961,1961,0,0,10566,0,9.41565799713135,0,1,0,100,9,"AZ",1,"Udall, Morris",60,1977,0
"1219",0,1914,2,1,95,4,1,1986,-0.367000013589859,0.405000001192093,1956,0,0,9551,0,9.90370082855225,0,1,0,100,11,"OR",0,"Ullman, Al",72,1977,0
"1220",0,1914,42,0,95,43,1,2008,-0.400999993085861,-0.00499999988824129,1962,0,0,10633,0,0.932929933071136,0,1,0,100,8,"CA",1,"Van Deerlin, Lionel",76,1977,0
"1221",0,1931,9,0,95,19,0,2007,0.246999993920326,-0.225999996066093,1966,0,0,10794,0,0.594973862171173,0,0,0,200,6,"MI",0,"Vander Jagt, Guy",70,1977,0
"1222",0,1913,22,0,95,23,1,2007,-0.36599999666214,-0.374000012874603,1954,0,0,9623,0,2.16016626358032,0,1,0,100,12,"OH",1,"Vanik, Charles",75,1977,0
"1223",0,1940,4,0,95,8,1,2000,-0.472000002861023,-0.375999987125397,1976,0,1,14458,0,0.22231151163578,0,1,0,100,1,"MN",0,"Vento, Bruce",69,1977,0
"1224",0,1931,9,0,95,10,1,2011,-0.195999994874001,0.328999996185303,1976,0,1,14459,0,0.0290016364306211,0,1,0,100,1,"MO",0,"Volkmer, Harold",56,1977,0
"1225",0,1918,4,0,95,8,1,2007,0.0149999996647239,1,1961,0,0,10567,0,3.12620568275452,0,1,0,100,9,"LA",1,"Waggonner, Joe",100,1977,0
"1226",0,1940,18,0,95,25,1,NA,-0.246999993920326,-0.31700000166893,1976,0,1,14460,0,0.0504376292228699,0,1,0,100,1,"PA",0,"Walgren, Doug",59,1977,0
"1227",0,1942,16,0,95,25,0,NA,0.580999970436096,-0.638999998569489,1976,0,1,14461,0,0.234749123454094,0,0,0,200,1,"PA",0,"Walker, Robert",63,1977,0
"1228",0,1912,33,0,95,39,0,2011,0.068000003695488,-0.0920000001788139,1972,0,0,14061,0,0.126094073057175,0,0,0,200,3,"NY",0,"Walsh, William",72,1977,0
"1229",0,1926,9,0,95,10,0,2012,0.145999997854233,0.211999997496605,1966,0,0,9802,0,0.23979289829731,0,0,0,200,6,"VA",0,"Wampler, William",57,1977,0
"1230",0,1938,3,0,95,6,1,NA,-0.126000002026558,0.74099999666214,1976,0,1,14462,0,0.0403501018881798,0,1,0,100,1,"OK",0,"Watkins, Wes",83,1977,0
"1231",0,1939,24,0,95,43,1,NA,-0.47299998998642,-0.342999994754791,1974,0,0,14280,0,0.157831743359566,0,1,0,100,2,"CA",0,"Waxman, Henry",68,1977,0
"1232",0,1927,4,0,95,4,1,NA,-0.310999989509583,-0.578000009059906,1974,0,0,14281,0,3.33227062225342,0,1,0,100,2,"OR",1,"Weaver, James",50,1977,0
"1233",0,1927,20,0,95,39,1,1992,-0.564000010490417,-0.709999978542328,1976,0,1,14463,0,0.208055213093758,0,1,0,100,1,"NY",0,"Weiss, Ted",87,1977,0
"1234",0,1920,3,0,95,23,0,2011,-0.138999998569489,-0.71399998664856,1966,0,0,11054,0,0.607773423194885,0,0,0,200,6,"OH",0,"Whalen, Charles",75,1977,0
"1235",0,1923,16,0,95,24,1,1998,-0.136999994516373,0.601000010967255,1964,0,0,10783,0,0.495359539985657,0,1,0,100,7,"TX",1,"White, Richard",58,1977,0
"1236",0,1927,3,0,95,11,1,2002,-0.174999997019768,0.730000019073486,1976,0,1,14464,0,0.0126094073057175,0,1,0,100,1,"NC",0,"Whitley, Charles",NA,1977,0
"1237",0,1910,1,0,95,5,1,1995,-0.160999998450279,0.986999988555908,1941,0,0,10075,0,1.80364549160004,0,1,0,100,19,"MS",1,"Whitten, Jamie",100,1977,0
"1238",0,1927,39,0,95,43,0,2000,0.358999997377396,-0.284000009298325,1966,0,0,11055,0,0.300746351480484,0,0,0,200,6,"CA",0,"Wiggins, Charles",59,1977,0
"1239",0,1916,41,0,95,43,0,1999,0.263999998569489,-0.264999985694885,1952,0,0,10249,0,0.757075011730194,0,0,0,200,13,"CA",0,"Wilson, Robert",58,1977,0
"1240",0,1933,2,0,95,24,1,2010,-0.195999994874001,0.474000006914139,1972,0,0,14062,0,1.21902120113373,0,1,0,100,3,"TX",0,"Wilson, Charles",95,1977,0
"1241",0,1919,3,0,95,5,0,NA,0.246999993920326,-0.0329999998211861,1966,0,0,11057,0,0.157831743359566,0,0,0,200,6,"KS",0,"Winn, Larry",70,1977,0
"1242",0,1939,2,0,95,5,1,NA,-0.293000012636185,-0.314999997615814,1974,0,0,14282,0,1.35367977619171,0,1,0,100,2,"CO",0,"Wirth, Timothy",51,1977,0
"1243",0,1919,6,0,95,39,1,NA,-0.263999998569489,-0.293000012636185,1964,0,0,10784,0,0.469069957733154,0,1,0,100,7,"NY",1,"Wolff, Lester",65,1977,0
"1244",0,NA,1,0,95,1,1,NA,NA,NA,1972,0,0,NA,0,0.138703480362892,0,0,0,NA,3,"GU",0,"Won Pat, Antonio",NA,1977,0
"1245",0,1922,12,0,95,24,1,2015,-0.382999986410141,0.671999990940094,1954,0,0,10391,0,0.545242667198181,1,1,0,100,12,"TX",0,"Wright, James",NA,1977,0
"1246",0,1924,5,0,95,39,0,1987,0.27700001001358,-0.592000007629395,1962,0,0,10638,0,0.225922539830208,0,0,0,200,8,"NY",0,"Wydler, John",56,1977,0
"1247",0,1920,15,0,95,23,0,1998,0.230000004172325,-0.129999995231628,1966,0,0,11058,0,0.0668298602104187,0,0,0,200,6,"OH",0,"Wylie, Chalmers",65,1977,0
"1248",0,1909,9,0,95,24,1,2000,-0.493999987840652,-0.493999987840652,1964,0,0,10421,0,1.72546720504761,0,1,0,100,7,"IL",1,"Yates, Sidney",72,1977,0
"1249",0,1927,6,0,95,25,1,2003,-0.17399999499321,0.0939999967813492,1968,0,0,12035,0,0.184097349643707,0,1,0,100,5,"PA",1,"Yatron, Gus",74,1977,0
"1250",0,1923,2,0,95,10,1,2007,-0.300000011920929,0.458000004291534,1976,0,1,14465,0,0.0662081837654114,0,1,0,100,1,"MO",0,"Young, Robert",51,1977,0
"1251",0,1933,1,0,95,1,0,NA,0.284000009298325,0.0219999998807907,1973,0,0,14066,0,0.755782067775726,0,0,0,200,3,"AK",0,"Young, Don",71,1977,0
"1252",1,1932,5,0,95,10,1,NA,-0.58899998664856,-0.162000000476837,1972,0,0,14063,0,0.853276550769806,0,1,0,100,3,"GA",0,"Young, Andrew",NA,1977,0
"1253",0,1916,14,0,95,24,1,2002,-0.342000007629395,0.889999985694885,1956,0,0,10446,0,0.0138703482225537,0,1,0,100,11,"TX",0,"Young, John",61,1977,0
"1254",0,1912,4,1,95,9,1,1983,-0.354999989271164,0.293000012636185,1948,0,0,10463,0,5.68152332305908,0,1,0,100,15,"WI",1,"Zablocki, Clement",NA,1977,0
"1255",0,1927,15,0,95,39,1,NA,-0.305000007152557,0.284999996423721,1974,0,0,14283,0,0.0655689164996147,0,1,0,100,2,"NY",0,"Zeferetti, Leo",NA,1977,0
"1256",0,NA,1,0,95,1,1,NA,NA,NA,1972,0,0,NA,1,0.72930234670639,0,0,0,NA,3,"VI",0,"de Lugo, Ron",NA,1977,0
"1257",0,1923,2,0,96,2,0,2012,0.24099999666214,0.12899999320507,1972,0,0,14000,0,0.312718063592911,0,0,0,200,4,"SD",0,"Abdnor, James",NA,1979,0
"1258",0,1925,7,0,96,39,1,1986,-0.40200001001358,-0.0839999988675117,1960,0,0,10500,0,2.92680191993713,0,1,0,100,10,"NY",1,"Addabbo, Joseph",95,1979,0
"1259",0,1924,2,0,96,2,1,NA,-0.418999999761581,0.273000001907349,1976,0,0,14400,0,0.399028897285461,0,1,0,100,2,"HI",0,"Akaka, Daniel",88,1979,0
"1260",0,1925,10,0,96,19,1,2014,-0.257999986410141,0.293999999761581,1978,0,1,14600,0,0.344026863574982,0,1,0,100,1,"MI",0,"Albosta, Donald",51,1979,0
"1261",0,1934,1,0,96,4,1,NA,-0.409999996423721,0.819000005722046,1968,0,0,12000,0,0.884590864181519,0,1,0,100,6,"AR",0,"Alexander, Bill",100,1979,0
"1262",0,1928,3,0,96,39,1,1993,-0.189999997615814,-0.0979999974370003,1974,0,0,14200,0,1.6768536567688,0,1,0,100,3,"NY",1,"Ambro, Jerome",51,1979,0
"1263",0,1922,16,0,96,24,0,NA,0.18299999833107,-0.554000020027161,1960,0,0,10501,0,0.2099469602108,0,0,0,200,10,"IL",0,"Anderson, John",65,1979,0
"1264",0,1913,32,0,96,43,1,1994,-0.268999993801117,-0.0520000010728836,1968,0,0,12001,0,2.20115065574646,0,1,0,100,6,"CA",1,"Anderson, Glenn",71,1979,0
"1265",0,1925,4,0,96,11,1,2010,-0.178000003099442,0.481000006198883,1972,0,0,14001,0,0.558542549610138,0,1,0,100,4,"NC",1,"Andrews, Ike",100,1979,0
"1266",0,1926,1,0,96,1,0,NA,0.0869999974966049,-0.0240000002086163,1963,0,0,10569,0,0.536007225513458,0,0,0,200,9,"ND",0,"Andrews, Mark",68,1979,0
"1267",0,1915,11,0,96,24,1,2001,-0.398000001907349,0.351000010967255,1964,0,0,10703,0,2.2402970790863,0,1,0,100,8,"IL",1,"Annunzio, Frank",74,1979,0
"1268",0,1938,4,0,96,4,1,NA,-0.254000008106232,0.483999997377396,1978,0,1,14601,0,0.0107925962656736,0,1,0,100,1,"AR",0,"Anthony, Beryl",100,1979,0
"1269",0,1928,18,0,96,23,1,NA,-0.105999998748302,0.165999993681908,1976,0,0,14402,0,0.0777066946029663,0,1,0,100,2,"OH",0,"Applegate, Douglas",60,1979,0
"1270",0,1928,7,0,96,24,0,NA,0.495999991893768,0.200000002980232,1970,0,0,13002,0,0.140303760766983,0,0,0,200,5,"TX",0,"Archer, Bill",85,1979,0
"1271",0,1928,17,0,96,23,0,1982,0.611999988555908,0.238999992609024,1960,0,0,10502,0,0.468398690223694,0,0,0,200,10,"OH",0,"Ashbrook, John",67,1979,0
"1272",0,1923,9,1,96,23,1,2010,-0.349999994039536,-0.0489999987185001,1954,0,0,267,0,2.49103665351868,0,1,0,100,13,"OH",1,"Ashley, Thomas",68,1979,0
"1273",0,1938,1,0,96,9,1,1995,-0.319999992847443,-0.125,1970,0,0,13003,0,0.110084481537342,0,1,0,100,5,"WI",1,"Aspin, Les",54,1979,0
"1274",0,1927,25,0,96,25,1,2016,-0.0419999994337559,0.00600000005215406,1978,0,1,14602,0,0.344026863574982,0,1,0,100,1,"PA",0,"Atkinson, Eugene",48,1979,0
"1275",0,1942,1,0,96,4,1,NA,-0.231000006198883,-0.418000012636185,1974,0,0,14201,0,0.584193110466003,0,1,0,100,3,"OR",0,"AuCoin, Les",63,1979,0
"1276",0,1929,40,0,96,43,0,2005,0.541000008583069,0.0839999988675117,1976,0,0,14403,0,0.0237437132745981,0,0,0,200,2,"CA",0,"Badham, Robert",66,1979,0
"1277",0,1945,21,0,96,25,1,NA,-0.347000002861023,0.573000013828278,1978,0,1,14603,0,0.0151096349582076,0,1,0,100,1,"PA",0,"Bailey, Donald",53,1979,0
"1278",0,1926,3,0,96,9,1,NA,-0.382999986410141,-0.0689999982714653,1974,0,0,14202,0,1.81377553939819,0,1,0,100,3,"WI",1,"Baldus, Alvin",63,1979,0
"1279",0,1922,10,0,96,10,1,NA,-0.0280000008642673,0.638999998569489,1976,0,0,14404,0,0.162459537386894,0,1,0,100,2,"GA",0,"Barnard, Doug",100,1979,0
"1280",0,1943,8,0,96,8,1,NA,-0.342999994754791,-0.513000011444092,1978,0,1,14604,0,0.525214612483978,0,1,0,100,1,"MD",0,"Barnes, Michael",51,1979,0
"1281",0,1937,1,0,96,8,0,NA,0.532999992370605,-0.11599999666214,1973,0,0,14069,0,0.750522911548615,0,0,0,200,4,"MD",0,"Bauman, Robert",64,1979,0
"1282",0,1940,2,0,96,2,1,NA,-0.28600001335144,-0.0280000008642673,1974,0,0,14204,0,0.35399717092514,0,1,0,100,3,"RI",1,"Beard, Edward",53,1979,0
"1283",0,1939,6,0,96,8,0,2007,0.296999990940094,0.340000003576279,1972,0,0,14004,0,0.215851932764053,0,0,0,200,4,"TN",0,"Beard, Robin",75,1979,0
"1284",0,1921,6,0,96,6,1,NA,-0.239999994635582,-0.595000028610229,1974,0,0,14205,0,1.31275570392609,0,1,0,100,3,"IA",1,"Bedell, Berkley",66,1979,0
"1285",0,1932,23,0,96,43,1,NA,-0.439999997615814,-0.605000019073486,1976,0,0,14405,0,0.147349908947945,0,1,0,100,2,"CA",0,"Beilenson, Anthony",66,1979,0
"1286",0,1935,1,0,96,11,1,1982,-0.266999989748001,0.136000007390976,1976,0,0,14406,0,1.25202643871307,0,1,0,100,2,"IN",1,"Benjamin, Adam",81,1979,0
"1287",0,1910,3,1,96,15,1,2003,-0.0879999995231628,0.421000003814697,1948,0,0,633,0,2.81443500518799,0,1,0,100,16,"FL",1,"Bennett, Charles",100,1979,0
"1288",0,1939,1,0,96,3,0,NA,0.231000006198883,-0.347000002861023,1978,0,1,14605,0,0.0755481794476509,0,0,0,200,1,"NE",0,"Bereuter, Doug",58,1979,0
"1289",0,1935,2,0,96,4,0,NA,0.303999990224838,-0.165000006556511,1978,0,1,14606,0,0.0474874265491962,0,0,0,200,1,"AR",0,"Bethune, Ed",51,1979,0
"1290",0,1921,4,0,96,7,1,2005,-0.212999999523163,0.976000010967255,1966,0,0,11000,0,1.81377553939819,0,1,0,100,7,"AL",1,"Bevill, Tom",100,1979,0
"1291",0,1917,10,0,96,39,1,2015,-0.33899998664856,0.196999996900558,1968,0,0,12003,0,6.11128616333008,0,1,0,100,6,"NY",1,"Biaggi, Mario",95,1979,0
"1292",0,1914,22,0,96,39,1,1986,-0.50900000333786,-0.488000005483627,1964,0,0,10705,0,2.48333477973938,0,1,0,100,8,"NY",1,"Bingham, Jonathan",84,1979,0
"1293",0,1942,18,0,96,19,1,NA,-0.351999998092651,-0.14300000667572,1974,0,0,14206,0,0.0884992927312851,0,1,0,100,3,"MI",0,"Blanchard, James",75,1979,0
"1294",0,1916,2,0,96,8,1,2013,-0.358999997377396,0.500999987125397,1973,1,0,14067,0,0.0453289039433002,0,1,0,100,4,"LA",0,"Boggs, Corinne",NA,1979,0
"1295",0,1911,2,0,96,12,1,2001,-0.305999994277954,-0.104000002145767,1952,0,0,830,0,4.07944107055664,0,1,0,100,14,"MA",1,"Boland, Edward",73,1979,0
"1296",0,1916,5,1,96,10,1,1991,-0.504000008106232,0.171000003814697,1948,0,0,835,0,0.0215851925313473,0,1,0,100,16,"MO",0,"Bolling, Richard",73,1979,0
"1297",0,1945,5,0,96,8,1,NA,-0.228000000119209,0.455000013113022,1978,0,1,14607,0,0.294564694166183,0,1,0,100,1,"TN",0,"Boner, William",51,1979,0
"1298",0,1945,12,0,96,19,1,NA,-0.546999990940094,-0.00600000005215406,1976,0,0,14407,0,0.0151096349582076,0,1,0,100,2,"MI",0,"Bonior, David",55,1979,0
"1299",0,1937,3,0,96,7,1,NA,-0.335999995470047,-0.0590000003576279,1974,0,0,14208,0,0.459541469812393,0,1,0,100,3,"WA",1,"Bonker, Don",59,1979,0
"1300",0,1932,2,0,96,5,1,NA,-0.13400000333786,0.708999991416931,1972,0,0,14005,0,0.718290567398071,0,1,0,100,4,"MS",1,"Bowen, David",62,1979,0
"1301",0,1927,3,0,96,11,1,2016,-0.462000012397766,-0.0610000006854534,1958,0,0,948,0,0.0998624786734581,1,1,0,100,11,"IN",1,"Brademas, John",56,1979,0
"1302",0,1944,7,0,96,8,1,NA,-0.123000003397465,0.702000021934509,1972,0,0,13056,0,2.10707592964172,0,1,0,100,4,"LA",1,"Breaux, John",NA,1979,0
"1303",0,1930,3,0,96,10,1,NA,-0.0729999989271164,0.700999975204468,1966,0,0,11005,0,1.80203020572662,0,1,0,100,7,"GA",1,"Brinkley, Jack",100,1979,0
"1304",0,1941,17,0,96,19,1,NA,-0.462999999523163,-0.426999986171722,1974,0,0,14209,0,0.706658124923706,0,1,0,100,3,"MI",0,"Brodhead, William",95,1979,0
"1305",0,1922,9,1,96,24,1,2012,-0.407000005245209,0.725000023841858,1952,0,0,1077,0,7.222083568573,0,1,0,100,14,"TX",1,"Brooks, Jack",63,1979,0
"1306",0,1922,19,0,96,19,0,NA,0.226999998092651,-0.308999985456467,1956,0,0,1087,0,0.110084481537342,0,0,0,200,12,"MI",0,"Broomfield, William",71,1979,0
"1307",0,1920,36,0,96,43,1,1999,-0.505999982357025,-0.0280000008642673,1972,0,0,10573,0,1.49863564968109,0,1,0,100,4,"CA",1,"Brown, George",63,1979,0
"1308",0,1927,7,0,96,23,0,NA,0.300000011920929,-0.284000009298325,1965,0,0,10786,0,0.304351210594177,0,0,0,200,8,"OH",0,"Brown, Clarence",100,1979,0
"1309",0,1927,10,0,96,11,0,NA,0.268999993801117,0.0209999997168779,1962,0,0,10574,0,1.03316116333008,0,0,0,200,9,"NC",0,"Broyhill, James",100,1979,0
"1310",0,1928,6,0,96,7,0,NA,0.145999997854233,-0.118000000715256,1964,0,0,10706,0,0.0453289039433002,0,0,0,200,8,"AL",0,"Buchanan, John",62,1979,0
"1311",0,1921,43,0,96,43,0,2006,0.28099998831749,0.0189999993890524,1972,0,0,14007,0,0.385928213596344,0,0,1,200,4,"CA",0,"Burgener, Clair",69,1979,0
"1312",0,1931,10,0,96,10,1,NA,-0.474999994039536,0.879999995231628,1968,0,0,12004,0,0.0539629831910133,0,1,0,100,6,"MO",1,"Burlison, Bill",65,1979,0
"1313",0,1932,5,0,96,43,1,NA,-0.412999987602234,-0.782999992370605,1974,0,0,14076,0,1.62192296981812,0,1,0,100,3,"CA",1,"Burton, John",67,1979,0
"1314",0,1926,6,0,96,43,1,1983,-0.63400000333786,-0.303999990224838,1964,0,0,10577,0,6.06437683105469,0,1,0,100,8,"CA",1,"Burton, Phillip",71,1979,0
"1315",0,1932,6,0,96,8,1,NA,-0.0240000002086163,0.515999972820282,1978,1,1,14608,0,0.249197408556938,0,1,0,100,1,"MD",0,"Byron, Beverly",90,1979,0
"1316",0,1940,4,0,96,6,0,2005,0.305999994277954,0.115000002086163,1978,0,1,14609,0,0.0453289039433002,0,0,0,200,1,"SC",0,"Campbell, Carroll",53,1979,0
"1317",0,1942,1,0,96,39,0,NA,0.32600000500679,-0.172999992966652,1978,0,1,14610,0,0.393728733062744,0,0,0,200,1,"NY",0,"Carney, William",57,1979,0
"1318",0,1943,6,0,96,19,1,NA,-0.254000008106232,-0.342000007629395,1974,0,0,14210,0,0.207217857241631,0,1,0,100,3,"MI",0,"Carr, Bob",57,1979,0
"1319",0,1910,5,0,96,7,0,1987,0.0799999982118607,0.146999999880791,1964,0,0,10710,0,0.617113411426544,0,0,0,200,8,"KY",0,"Carter, Tim",79,1979,0
"1320",0,1945,2,0,96,3,1,NA,-0.23199999332428,-0.330000013113022,1976,0,0,14409,0,0.265497863292694,0,1,0,100,2,"NE",0,"Cavanaugh, John",52,1979,0
"1321",0,1922,4,0,96,15,1,1989,-0.0979999974370003,0.916000008583069,1968,0,0,12007,0,1.0583016872406,0,1,0,100,6,"FL",0,"Chappell, Bill",73,1979,0
"1322",0,1941,1,0,96,1,0,NA,0.523000001907349,-0.068000003695488,1978,0,1,14611,0,0.0431703850626945,0,0,0,200,1,"WY",0,"Cheney, Dick",59,1979,0
"1323",1,1924,12,0,96,39,1,2005,-0.605000019073486,-0.319000005722046,1968,1,0,12008,0,0.0366948284208775,1,1,0,100,6,"NY",0,"Chisholm, Shirley",88,1979,0
"1324",0,1923,2,0,96,43,0,2015,0.159999996423721,0.0359999984502792,1963,0,0,10579,0,0.142462268471718,0,0,0,200,9,"CA",0,"Clausen, Don",53,1979,0
"1325",1,1931,1,0,96,10,1,NA,-0.490000009536743,-0.871999979019165,1968,0,0,12009,0,0.716170370578766,0,1,0,100,6,"MO",1,"Clay, William",68,1979,0
"1326",0,1920,2,0,96,2,0,1995,0.217999994754791,-0.342999994754791,1962,0,0,10581,0,0.329118430614471,0,0,0,200,9,"NH",0,"Cleveland, James",68,1979,0
"1327",0,1929,23,0,96,25,0,NA,0.175999999046326,-0.221000000834465,1978,0,1,14612,0,0.0366948284208775,0,0,0,200,1,"PA",0,"Clinger, William",54,1979,0
"1328",0,1942,15,0,96,43,1,NA,-0.412999987602234,0.34400001168251,1978,0,1,14613,1,1.43115091323853,0,1,0,100,1,"CA",0,"Coelho, Anthony",60,1979,0
"1329",0,1916,3,0,96,24,0,1989,0.679000020027161,0.122000001370907,1968,0,0,11066,0,0.172681540250778,0,0,0,200,6,"TX",0,"Collins, James",100,1979,0
"1330",1,1931,7,0,96,24,1,2013,-0.551999986171722,-0.217999994754791,1973,1,0,14068,0,0.205059334635735,0,1,0,100,4,"IL",1,"Collins, Cardiss",86,1979,0
"1331",0,1922,35,0,96,39,0,2003,0.370999991893768,-0.657999992370605,1964,0,0,10712,0,0.485666841268539,0,0,0,200,8,"NY",0,"Conable, Barber",73,1979,0
"1332",0,1921,1,0,96,12,0,1991,-0.0230000000447035,-0.683000028133392,1958,0,0,2009,0,0.472715735435486,0,0,0,200,11,"MA",0,"Conte, Silvio",100,1979,0
"1333",1,1929,1,0,96,19,1,NA,-0.657999992370605,-0.512000024318695,1964,0,0,10713,0,0.609447002410889,0,1,0,100,8,"MI",1,"Conyers, John",93,1979,0
"1334",0,1939,15,0,96,24,0,NA,0.319000005722046,-0.246999993920326,1976,0,0,14411,0,0.161888942122459,0,0,0,200,2,"IL",0,"Corcoran, Tom",62,1979,0
"1335",0,1920,21,0,96,43,1,2000,-0.529999971389771,0.0979999974370003,1960,0,0,10511,0,4.28233480453491,0,1,0,100,10,"CA",1,"Corman, James",62,1979,0
"1336",0,NA,1,0,96,1,1,NA,NA,NA,1977,0,0,NA,1,0.159730434417725,0,1,0,NA,2,"PR",0,"Corrada, Baltasar",NA,1979,0
"1337",0,1926,1,0,96,6,1,1981,-0.312999993562698,0.103000000119209,1970,0,0,13009,0,0.543181240558624,0,1,0,100,5,"CT",0,"Cotter, William",60,1979,0
"1338",0,1929,13,0,96,25,0,2001,0.203999996185303,-0.843999981880188,1968,0,0,12010,0,0.0647555813193321,0,0,0,200,6,"PA",0,"Coughlin, Lawrence",71,1979,0
"1339",0,1941,13,0,96,15,0,NA,0.268999993801117,-0.465000003576279,1978,0,1,14614,0,0.0431703850626945,0,0,0,200,1,"NJ",0,"Courter, Jim",52,1979,0
"1340",0,1936,22,0,96,24,0,NA,0.744000017642975,0.0480000004172325,1978,0,1,14615,0,0.0431703850626945,0,0,0,200,1,"IL",0,"Crane, Daniel",54,1979,0
"1341",0,1930,12,0,96,24,0,2014,0.739000022411346,0.0230000000447035,1969,0,0,12041,0,0.399326086044312,0,0,0,200,6,"IL",0,"Crane, Philip",80,1979,0
"1342",0,1936,4,0,96,10,0,2012,0.317999988794327,0.345999985933304,1972,0,0,14013,0,0.153825461864471,0,0,0,200,4,"VA",0,"Daniel, Robert",100,1979,0
"1343",0,1915,30,0,96,43,1,1998,-0.476999998092651,0.256000012159348,1970,0,0,13010,0,3.29826712608337,0,1,0,100,5,"CA",1,"Danielson, George",71,1979,0
"1344",0,1929,39,0,96,43,0,NA,0.690999984741211,-0.239999994635582,1978,0,1,14616,0,0.151096358895302,0,0,0,200,1,"CA",0,"Dannemeyer, William",64,1979,0
"1345",0,1947,1,0,96,2,1,NA,-0.303000003099442,0.114000000059605,1978,0,1,14617,0,1.34372961521149,0,1,0,100,1,"SD",0,"Daschle, Thomas",50,1979,0
"1346",0,1942,1,0,96,6,1,2007,-0.245000004768372,0.689000010490417,1971,0,0,13048,0,0.286462843418121,0,1,0,100,5,"SC",0,"Davis, Mendel",61,1979,0
"1347",0,1932,11,0,96,19,0,2009,0.0979999974370003,-0.145999997854233,1978,0,1,14618,0,0.110084481537342,0,0,0,200,1,"MI",0,"Davis, Robert",55,1979,0
"1348",0,1942,8,0,96,11,0,2016,0.222000002861023,-0.493000000715256,1978,0,1,14619,0,0.0345363095402718,0,0,0,200,1,"IN",0,"Deckard, Joel",52,1979,0
"1349",1,1935,8,1,96,43,1,NA,-0.643999993801117,-0.646000027656555,1970,0,0,13011,0,2.54381465911865,0,1,0,100,5,"CA",1,"Dellums, Ronald",57,1979,0
"1350",0,1936,3,0,96,6,1,2014,-0.215000003576279,0.257999986410141,1974,0,0,14212,0,0.0755481794476509,0,1,0,100,3,"SC",0,"Derrick, Butler",82,1979,0
"1351",0,1926,4,0,96,24,0,2012,0.342000007629395,-0.361000001430511,1958,0,0,2525,0,0.0820237323641777,0,0,0,200,11,"IL",0,"Derwinski, Edward",67,1979,0
"1352",0,1915,12,0,96,23,0,1997,0.501999974250793,0.0740000009536743,1958,0,0,2533,0,1.03316116333008,0,0,1,200,11,"OH",0,"Devine, Samuel",57,1979,0
"1353",0,1925,2,0,96,7,0,2008,0.398000001907349,-0.0570000000298023,1964,0,0,10717,0,0.555433928966522,0,0,0,200,8,"AL",0,"Dickinson, William",54,1979,0
